0,0,41.33706283569336,52.7718620300293,2.017090082168579,3.7684199810028076
0,1,41.219520568847656,52.02561950683594,2.307760000228882,3.595409870147705
1,0,44.74386978149414,57.020172119140625,2.6169652938842773,4.95989990234375
1,1,44.37622833251953,55.840579986572266,2.6154849529266357,4.530089855194092
2,0,47.797340393066406,60.655738830566406,3.219449996948242,5.979619979858398
2,1,47.160987854003906,59.15739059448242,3.0083301067352295,5.388750076293945
3,0,50.52701187133789,63.75031280517578,3.812570095062256,6.851409912109375
3,1,49.61280059814453,62.032649993896484,3.460214853286743,6.174639701843262
4,0,52.96226119995117,66.37566375732422,4.384415149688721,7.59906005859375
4,1,51.770591735839844,64.52299499511719,3.9450652599334717,6.890980243682861
5,0,55.132568359375,68.60356903076172,4.923025131225586,8.246379852294922
5,1,53.67338180541992,66.6850357055664,4.436864852905273,7.540979862213135
6,0,57.06745147705078,70.50579833984375,5.416440010070801,8.817179679870605
6,1,55.3601188659668,68.57537078857422,4.90949010848999,8.127880096435547
7,0,58.796287536621094,72.15413665771484,5.855640411376953,9.33198070526123
7,1,56.86982345581055,70.25062561035156,5.341750144958496,8.655200004577637
8,0,60.34857940673828,73.62033081054688,6.242934703826904,9.798199653625488
8,1,58.24140930175781,71.76741027832031,5.731905460357666,9.127710342407227
9,0,61.75392150878906,74.97627258300781,6.583459854125977,10.219959259033203
9,1,59.51374053955078,73.18244171142578,6.083014488220215,9.55049991607666
10,0,63.0382194519043,76.2817153930664,6.882430076599121,10.60138988494873
10,1,60.72018814086914,74.54298400878906,6.398199558258057,9.92864990234375
11,0,64.21469116210938,77.54949188232422,7.14499044418335,10.946619987487793
11,1,61.870140075683594,75.85993957519531,6.680544853210449,10.267239570617676
12,0,65.2933120727539,78.78046417236328,7.37630558013916,11.25979995727539
12,1,62.96735382080078,77.13490295410156,6.933135509490967,10.57135009765625
13,0,66.2838363647461,79.97554016113281,7.581584930419922,11.54502010345459
13,1,64.0155029296875,78.3695068359375,7.159080505371094,10.846050262451172
14,0,67.19618225097656,81.13562774658203,7.765979766845703,11.806449890136719
14,1,65.01825714111328,79.56535339355469,7.361424922943115,11.096449851989746
15,0,68.04022216796875,82.2616195678711,7.934675216674805,12.048190116882324
15,1,65.9793472290039,80.7240982055664,7.54332971572876,11.32759952545166
16,0,68.82579803466797,83.35440063476562,8.092824935913086,12.27437973022461
16,1,66.90240478515625,81.84735870361328,7.7078399658203125,11.544610023498535
17,0,69.56283569335938,84.41488647460938,8.245645523071289,12.489150047302246
17,1,67.7911605834961,82.93675994873047,7.8580546379089355,11.75253963470459
18,0,70.26110076904297,85.4439468383789,8.398124694824219,12.696650505065918
18,1,68.64930725097656,83.99390411376953,7.997000217437744,11.956480026245117
19,0,70.9305191040039,86.44252014160156,8.554704666137695,12.900339126586914
19,1,69.48054504394531,85.02044677734375,8.12756061553955,12.16061019897461
20,0,71.5809326171875,87.4114761352539,8.715214729309082,13.10116958618164
20,1,70.28849792480469,86.01799774169922,8.250840187072754,12.365580558776855
